hsk,characters,pinyin,english,extra,len,c1,c2,p1,p2,pinyin_num
6,自卑,zìbēi,feeling inferior; self-abased,,2,自,卑,zi4,bei1,zi4 bei1
5,自从,zìcóng,since (a time); ever since,,2,自,从,zi4,cong2,zi4 cong2
3,字典,zìdiǎn,dictionary; character dictionary; CL:本[ben3],,2,字,典,zi4,dian3,zi4 dian3
5,自动,zìdòng,automatic; voluntarily,,2,自,动,zi4,dong4,zi4 dong4
6,自发,zìfā,spontaneous,,2,自,发,zi4,fa1,zi4 fa1
5,自豪,zìháo,(feel a sense of) pride; to be proud of sth (in a good way),,2,自,豪,zi4,hao2,zi4 hao2
3,自己,zìjǐ,self; (reflexive pronoun); own,,2,自,己,zi4,ji3,zi4 ji3
5,自觉,zìjué,conscious; aware; on one\'s own initiative; conscientious,,2,自,觉,zi4,jue2,zi4 jue2
6,自力更生,zìlìgēngshēng,regeneration through one\'s own effort (idiom); self-reliance,,4,自,力,zi4,li4,zi4 li4 geng1 sheng1
6,自满,zìmǎn,complacent; self-satisfied,,2,自,满,zi4,man3,zi4 man3
6,字母,zìmǔ,letter (of the alphabet); CL:個|个[ge4],,2,字,母,zi4,mu3,zi4 mu3
5,字幕,zìmù,caption; subtitle,,2,字,幕,zi4,mu4,zi4 mu4
4,自然,zìrán,nature; natural; naturally,,2,自,然,zi4,ran2,zi4 ran2
5,自私,zìsī,selfish; selfishness,,2,自,私,zi4,si1,zi4 si1
5,自信,zìxìn,confidence; self-confidence,,2,自,信,zi4,xin4,zi4 xin4
2,自行车,zìxíngchē,bicycle; bike; CL:輛|辆[liang4],,3,自,行,zi4,xing2,zi4 xing2 che1
5,自由,zìyóu,freedom; free; liberty; CL:個|个[ge4],,2,自,由,zi4,you2,zi4 you2
5,自愿,zìyuàn,voluntary,,2,自,愿,zi4,yuan4,zi4 yuan4
6,自主,zìzhǔ,to act for oneself; autonomous,,2,自,主,zi4,zhu3,zi4 zhu3
5,综合,zōnghé,comprehensive; composite; synthesized; to sum up; to integrate; to synthesize,,2,综,合,zong1,he2,zong1 he2
6,踪迹,zōngjì,tracks; trail; footprint; trace; vestige,,2,踪,迹,zong1,ji4,zong1 ji4
5,宗教,zōngjiào,religion,,2,宗,教,zong1,jiao4,zong1 jiao4
6,棕色,zōngsè,brown,,2,棕,色,zong1,se4,zong1 se4
6,宗旨,zōngzhǐ,objective; aim; goal,,2,宗,旨,zong1,zhi3,zong1 zhi3
5,总裁,zǒngcái,chairman; director-general (of a company etc),,2,总,裁,zong3,cai2,zong3 cai2
6,总而言之,zǒng'éryánzhī,in short; in a word; in brief,,4,总,而,zong3,er2,zong3 er2 yan2 zhi1
5,总共,zǒnggòng,altogether; in sum; in all; in total,,2,总,共,zong3,gong4,zong3 gong4
6,总和,zǒnghé,sum,,2,总,和,zong3,he2,zong3 he2
4,总结,zǒngjié,to sum up; to conclude; summary; resume; CL:個|个[ge4],,2,总,结,zong3,jie2,zong3 jie2
5,总理,zǒnglǐ,"premier; prime minister; CL:個|个[ge4],位[wei4],名[ming2]",,2,总,理,zong3,li3,zong3 li3
3,总是,zǒngshì,always,,2,总,是,zong3,shi4,zong3 shi4
5,总算,zǒngsuàn,at long last; finally; on the whole,,2,总,算,zong3,suan4,zong3 suan4
5,总统,zǒngtǒng,"president (of a country); CL:個|个[ge4],位[wei4],名[ming2],屆|届[jie4]",,2,总,统,zong3,tong3,zong3 tong3
5,总之,zǒngzhī,in a word; in short; in brief,,2,总,之,zong3,zhi1,zong3 zhi1
6,纵横,zònghéng,"lit. warp and weft in weaving; vertically and horizontal; length and breadth; criss-crossed; able to move unhindered; abbr. for 合縱連橫|合纵连横[He2 zong4 Lian2 heng2], School of Diplomacy during the Warring States Period (475 - 221 BC)",,2,纵,横,zong4,heng2,zong4 heng2
2,走,zǒu,"to walk; to go; to run; to move (of vehicle); to visit; to leave; to go away; to die (euph.); from; through; away (in compound verbs, such as 撤走); to change (shape, form, meaning)",,1,走,,zou3,,zou3
6,走廊,zǒuláng,corridor; aisle; hallway; colonnade; passageway; piazza; veranda,,2,走,廊,zou3,lang2,zou3 lang2
6,走漏,zǒulòu,"to leak (of information, liquid etc); to divulge",,2,走,漏,zou3,lou4,zou3 lou4
6,走私,zǒusī,to smuggle; to have an illicit affair,,2,走,私,zou3,si1,zou3 si1
6,揍,zòu,to beat up; to break to pieces,,1,揍,,zou4,,zou4
4,租,zū,to hire; to rent; to charter; to rent out; to lease out; rent; land tax,,1,租,,zu1,,zu1
6,租赁,zūlìn,to rent; to lease; to hire,,2,租,赁,zu1,lin4,zu1 lin4
6,足以,zúyǐ,sufficient to...; so much so that; so that,,2,足,以,zu2,yi3,zu2 yi3
