hsk,characters,pinyin,english,extra,len,c1,c2,p1,p2,pinyin_num
6,反感,fǎngǎn,to be disgusted with; to dislike; bad reaction; antipathy,,2,反,感,fan3,gan3,fan3 gan3
6,反抗,fǎnkàng,to resist; to rebel,,2,反,抗,fan3,kang4,fan3 kang4
6,反馈,fǎnkuì,to send back information; feedback,,2,反,馈,fan3,kui4,fan3 kui4
6,反面,fǎnmiàn,reverse side of sth; opposite side of some topic; the other side,,2,反,面,fan3,mian4,fan3 mian4
6,反射,fǎnshè,to reflect; reflection (from a mirror etc); reflex (i.e. automatic reaction of organism),,2,反,射,fan3,she4,fan3 she4
6,反思,fǎnsī,to think back over sth; to review; to revisit; to rethink; reflection; reassessment,,2,反,思,fan3,si1,fan3 si1
6,反问,fǎnwèn,to ask (a question) in reply; to answer a question with a question; rhetorical question,,2,反,问,fan3,wen4,fan3 wen4
5,反应,fǎnyìng,to react; to respond; reaction; response; reply; chemical reaction; CL:個|个[ge4],,2,反,应,fan3,ying4,fan3 ying4
4,反映,fǎnyìng,"to mirror; to reflect; mirror image; reflection; fig. to report; to make known; to render; used erroneously for 反應|反应, response or reaction",,2,反,映,fan3,ying4,fan3 ying4
5,反正,fǎnzhèng,to put things back in order; to return to the correct path; in any event; come what may; whatever happens (I\'m still sure it\'s right); anyway,,2,反,正,fan3,zheng4,fan3 zheng4
6,反之,fǎnzhī,on the other hand...; conversely...,,2,反,之,fan3,zhi1,fan3 zhi1
6,范畴,fànchóu,category,,2,范,畴,fan4,chou2,fan4 chou2
1,饭馆,fànguǎn,restaurant; CL:家[jia1],,2,饭,馆,fan4,guan3,fan4 guan3
6,泛滥,fànlàn,to be in flood; to overflow (the banks); to inundate; to spread unchecked,,2,泛,滥,fan4,lan4,fan4 lan4
6,贩卖,fànmài,to sell; to peddle; to traffic,,2,贩,卖,fan4,mai4,fan4 mai4
4,范围,fànwéi,range; scope; limit; extent; CL:個|个[ge4],,2,范,围,fan4,wei2,fan4 wei2
5,方,fāng,"square; power or involution (mathematics); upright; honest; fair and square; direction; side; party (to a contract, dispute etc); place; method; prescription (medicine); upright or honest; just when; only or just; classifier for square things; abbr. for square or cubic meter",,1,方,,fang1,,fang1
5,方案,fāng'àn,plan; program (for action etc); proposal; proposed bill; CL:個|个[ge4],,2,方,案,fang1,an4,fang1 an4
3,方便,fāngbiàn,convenient; to help out; to make things easy for people; convenience; suitable; having money to spare; (euphemism) to go to the toilet,,2,方,便,fang1,bian4,fang1 bian4
4,方法,fāngfǎ,method; way; means; CL:個|个[ge4],,2,方,法,fang1,fa3,fang1 fa3
4,方面,fāngmiàn,respect; aspect; field; side; CL:個|个[ge4],,2,方,面,fang1,mian4,fang1 mian4
5,方式,fāngshì,way (of life); pattern; style; mode; manner; CL:個|个[ge4],,2,方,式,fang1,shi4,fang1 shi4
6,方位,fāngwèi,direction; points of the compass; bearing; position; azimuth,,2,方,位,fang1,wei4,fang1 wei4
4,方向,fāngxiàng,direction; orientation; path to follow; CL:個|个[ge4],,2,方,向,fang1,xiang4,fang1 xiang4
6,方言,fāngyán,dialect,,2,方,言,fang1,yan2,fang1 yan2
6,方针,fāngzhēn,policy; guidelines; CL:個|个[ge4],,2,方,针,fang1,zhen1,fang1 zhen1
5,妨碍,fáng'ài,to hinder; to obstruct,,2,妨,碍,fang2,ai4,fang2 ai4
5,房东,fángdōng,landlord,,2,房,东,fang2,dong1,fang2 dong1
2,房间,fángjiān,room; CL:間|间[jian1],,2,房,间,fang2,jian1,fang2 jian1
6,防守,fángshǒu,defend; protect (against),,2,防,守,fang2,shou3,fang2 shou3
6,防疫,fángyì,disease prevention; protection against epidemic,,2,防,疫,fang2,yi4,fang2 yi4
6,防御,fángyù,defense,,2,防,御,fang2,yu4,fang2 yu4
6,防止,fángzhǐ,to prevent; to guard against; to take precautions,,2,防,止,fang2,zhi3,fang2 zhi3
6,防治,fángzhì,prevention and cure,,2,防,治,fang2,zhi4,fang2 zhi4
5,仿佛,fǎngfú,to seem; as if; alike; similar,,2,仿,佛,fang3,fu2,fang3 fu2
4,访问,fǎngwèn,to visit; to call on; to interview; CL:次[ci4],,2,访,问,fang3,wen4,fang3 wen4
6,纺织,fǎngzhī,spinning and weaving,,2,纺,织,fang3,zhi1,fang3 zhi1
5,服从,fúcóng,to obey (an order); to comply; to defer,,2,服,从,fu2,cong2,fu2 cong2
3,放,fàng,to release; to free; to let go; to put; to place; to let out; to set off (fireworks),,1,放,,fang4,,fang4
6,放大,fàngdà,to enlarge; to magnify,,2,放,大,fang4,da4,fang4 da4
4,放弃,fàngqì,to renounce; to abandon; to give up,,2,放,弃,fang4,qi4,fang4 qi4
6,放射,fàngshè,to radiate; radioactive,,2,放,射,fang4,she4,fang4 she4
6,放手,fàngshǒu,let go; have a free hand; let go one\'s hold,,2,放,手,fang4,shou3,fang4 shou3
4,放暑假,fàngshǔjiǎ,take summer vacation,,3,放,暑,fang4,shu3,fang4 shu3 jia4
5,放松,fàngsōng,to loosen; to relax,,2,放,松,fang4,song1,fang4 song1
3,放心,fàngxīn,to set one\'s mind at rest; to be at ease; to rest,,2,放,心,fang4,xin1,fang4 xin1
5,非,fēi,non-; not-; un-; abbr. for Africa 非洲; wrong; evil-doing; insist on; simply must,,1,非,,fei1,,fei1
2,非常,fēicháng,unusual; extraordinary; extreme; very; exceptional,,2,非,常,fei1,chang2,fei1 chang2
6,非法,fēifǎ,illegal,,2,非,法,fei1,fa3,fei1 fa3
1,飞机,fēijī,airplane; CL: 架[jia4],,2,飞,机,fei1,ji1,fei1 ji1
6,飞禽走兽,fēiqínzǒushòu,birds and animals; the beasts of the field and the birds of the air,,4,飞,禽,fei1,qin2,fei1 qin2 zou3 shou4
6,飞翔,fēixiáng,fly,,2,飞,翔,fei1,xiang2,fei1 xiang2
6,飞跃,fēiyuè,to leap,,2,飞,跃,fei1,yue4,fei1 yue4
6,肥沃,féiwò,fertile,,2,肥,沃,fei2,wo4,fei2 wo4
5,肥皂,féizào,"soap; CL:塊|块[kuai4],條|条[tiao2]",,2,肥,皂,fei2,zao4,fei2 zao4
6,诽谤,fěibàng,slander; libel,,2,诽,谤,fei3,bang4,fei3 bang4
6,匪徒,fěitú,gangster; bandit,,2,匪,徒,fei3,tu2,fei3 tu2
5,肺,fèi,lung; CL:個|个[ge4],,1,肺,,fei4,,fei4
6,废除,fèichú,to abolish; to abrogate; to repeal,,2,废,除,fei4,chu2,fei4 chu2
5,废话,fèihuà,nonsense; rubbish; superfluous words; You don\'t say!; No kidding! (gently sarcastic),,2,废,话,fei4,hua4,fei4 hua4
6,沸腾,fèiténg,boiling; ebullition,,2,沸,腾,fei4,teng2,fei4 teng2
6,废墟,fèixū,ruins,,2,废,墟,fei4,xu1,fei4 xu1
5,费用,fèiyòng,"cost; expenditure; expense; CL:筆|笔[bi3],個|个[ge4]",,2,费,用,fei4,yong4,fei4 yong4
3,分,fēn,to divide; to separate; to allocate; to distinguish (good and bad); part or subdivision; fraction; one tenth (of certain units); unit of length equivalent to 0.33 cm; minute; a point (in sports or games); 0.01 yuan (unit of money),,1,分,,fen1,,fen1
6,分辨,fēnbiàn,to distinguish; to differentiate; to resolve; to defend against an accusation; to exculpate,,2,分,辨,fen1,bian4,fen1 bian4
5,分别,fēnbié,to part or leave each other; to distinguish; difference; in different ways; differently; separately or individually,,2,分,别,fen1,bie2,fen1 bie2
5,分布,fēnbù,distributed; to distribute,,2,分,布,fen1,bu4,fen1 bu4
6,分寸,fēncun,propriety; appropriate behavior; proper speech or action; within the norms,,2,分,寸,fen1,cun5,fen1 cun5
5,纷纷,fēnfēn,one after another; in succession; one by one; continuously; diverse; in profusion; numerous and confused; pell-mell,,2,纷,纷,fen1,fen1,fen1 fen1
6,吩咐,fēnfù,to tell; to instruct; to command,,2,吩,咐,fen1,fu4,fen1 fu4
6,分红,fēnhóng,a bonus; to award a bonus,,2,分,红,fen1,hong2,fen1 hong2
6,分解,fēnjiě,to resolve; to decompose; to break down,,2,分,解,fen1,jie3,fen1 jie3
6,分裂,fēnliè,to split up; to divide; to break up; fission,,2,分,裂,fen1,lie4,fen1 lie4
6,分泌,fēnmì,secrete,,2,分,泌,fen1,mi4,fen1 mi4
6,分明,fēnmíng,clearly demarcated; sharply contoured,,2,分,明,fen1,ming2,fen1 ming2
5,分配,fēnpèi,to distribute; to assign; to allocate,,2,分,配,fen1,pei4,fen1 pei4
6,分歧,fēnqí,"difference (of opinion, position); bifurcation",,2,分,歧,fen1,qi2,fen1 qi2
6,分散,fēnsàn,scatter; disperse; distribute,,2,分,散,fen1,san4,fen1 san4
6,分手,fēnshǒu,to split up; to break up,,2,分,手,fen1,shou3,fen1 shou3
5,分析,fēnxī,to analyze; analysis; CL:個|个[ge4],,2,分,析,fen1,xi1,fen1 xi1
4,…分之…,…fēnzhī…,"used for fractions and percentages, e.g. 四分之一 is 1/4 and 百分之一 is 1%",,4,…,分,fen1,zhi1,fen1 zhi1
1,分钟,fēnzhōng,minute,,2,分,钟,fen1,zhong1,fen1 zhong1
6,坟墓,fénmù,sepulcher; tomb,,2,坟,墓,fen2,mu4,fen2 mu4
6,粉末,fěnmò,fine powder; dust,,2,粉,末,fen3,mo4,fen3 mo4
6,粉色,fěnsè,white; light pink; erotic; beautiful woman; powdered (with make-up),,2,粉,色,fen3,se4,fen3 se4
6,粉碎,fěnsuì,crash; break up,,2,粉,碎,fen3,sui4,fen3 sui4
4,份,fèn,"part; share; portion; copy; classifier for gifts, newspaper, magazine, papers, reports, contracts etc",,1,份,,fen4,,fen4
5,奋斗,fèndòu,to strive; to struggle,,2,奋,斗,fen4,dou4,fen4 dou4
6,分量,fènliang,weight; measure,,2,分,量,fen4,liang4,fen4 liang4
5,愤怒,fènnù,angry; indignant,,2,愤,怒,fen4,nu4,fen4 nu4
6,风暴,fēngbào,"storm; violent commotion; fig. crisis (e.g. revolution, uprising, financial crisis etc)",,2,风,暴,feng1,bao4,feng1 bao4
6,封闭,fēngbì,to seal; to close; to confine; to seal off; to close down; sealed; confined; closed; unreceptive,,2,封,闭,feng1,bi4,feng1 bi4
6,风度,fēngdù,elegance (for men); elegant demeanor; grace; poise,,2,风,度,feng1,du4,feng1 du4
4,丰富,fēngfù,rich; plentiful; abundant,,2,丰,富,feng1,fu4,feng1 fu4
5,风格,fēnggé,style,,2,风,格,feng1,ge2,feng1 ge2
6,风光,fēngguāng,scene; view; sight; landscape; to be well-regarded; to be well-off; grand (topolect); impressive (topolect),,2,风,光,feng1,guang1,feng1 guang1
6,封建,fēngjiàn,system of enfeoffment; feudalism; feudal; feudalistic,,2,封,建,feng1,jian4,feng1 jian4
4,风景,fēngjǐng,scenery; landscape; CL:個|个[ge4],,2,风,景,feng1,jing3,feng1 jing3
5,疯狂,fēngkuáng,madness; extreme popularity,,2,疯,狂,feng1,kuang2,feng1 kuang2
6,锋利,fēnglì,sharp (e.g. knife blade); incisive; to the point,,2,锋,利,feng1,li4,feng1 li4
6,丰满,fēngmǎn,plentiful; rich; plump; well-rounded,,2,丰,满,feng1,man3,feng1 man3
6,风气,fēngqì,general mood; atmosphere; common practice,,2,风,气,feng1,qi4,feng1 qi4
6,风趣,fēngqù,humor; wit; humorous; witty,,2,风,趣,feng1,qu4,feng1 qu4
6,丰盛,fēngshèng,rich; sumptuous,,2,丰,盛,feng1,sheng4,feng1 sheng4
6,丰收,fēngshōu,bumper harvest,,2,丰,收,feng1,shou1,feng1 shou1
5,风俗,fēngsú,social custom; CL:個|个[ge4],,2,风,俗,feng1,su2,feng1 su2
6,封锁,fēngsuǒ,to blockade; to seal off,,2,封,锁,feng1,suo3,feng1 suo3
6,风土人情,fēngtǔrénqíng,local conditions and customs (idiom),,4,风,土,feng1,tu3,feng1 tu3 ren2 qing2
6,风味,fēngwèi,local flavor; local style,,2,风,味,feng1,wei4,feng1 wei4
5,风险,fēngxiǎn,risk; venture; hazard,,2,风,险,feng1,xian3,feng1 xian3
6,逢,féng,to meet by chance; to come across; to fawn upon,,1,逢,,feng2,,feng2
5,讽刺,fěngcì,to satirize; to mock; irony; satire; sarcasm,,2,讽,刺,feng3,ci4,feng3 ci4
6,奉献,fèngxiàn,to consecrate; to dedicate; to devote,,2,奉,献,feng4,xian4,feng4 xian4
5,否定,fǒudìng,to negate; negative (answer); CL:個|个[ge4],,2,否,定,fou3,ding4,fou3 ding4
6,否决,fǒujué,veto; to overrule; to veto; to reject,,2,否,决,fou3,jue2,fou3 jue2
5,否认,fǒurèn,to declare to be untrue; to deny,,2,否,认,fou3,ren4,fou3 ren4
4,否则,fǒuzé,if not; otherwise; else; or else,,2,否,则,fou3,ze2,fou3 ze2
6,夫妇,fūfù,a (married) couple; husband and wife; CL:對|对[dui4],,2,夫,妇,fu1,fu4,fu1 fu4
6,夫人,fūren,lady; madam; Mrs.; CL:位[wei4],,2,夫,人,fu1,ren5,fu1 ren5
6,敷衍,fūyǎn,to elaborate (on a theme); to expound (the classics); perfunctory; to skimp; to botch; to do sth half-heartedly or just for show; barely enough to get by,,2,敷,衍,fu1,yan3,fu1 yan3
5,幅,fú,width; roll; classifier for textiles or pictures,,1,幅,,fu2,,fu2
5,扶,fú,to support with hand; to help sb up; to help,,1,扶,,fu2,,fu2
6,幅度,fúdù,width; extent; range; scope,,2,幅,度,fu2,du4,fu2 du4
6,符号,fúhào,symbol; mark; sign,,2,符,号,fu2,hao4,fu2 hao4
4,符合,fúhé,in keeping with; in accordance with; tallying with; in line with; to agree with; to accord with; to conform to; to correspond with; to manage; to handle,,2,符,合,fu2,he2,fu2 he2
6,福利,fúlì,(material) welfare; well-being,,2,福,利,fu2,li4,fu2 li4
6,俘虏,fúlǔ,captive,,2,俘,虏,fu2,lu3,fu2 lu3
6,服气,fúqì,to be convinced; to accept,,2,服,气,fu2,qi4,fu2 qi4
6,福气,fúqi,good fortune; to enjoy good fortune,,2,福,气,fu2,qi5,fu2 qi5
6,辐射,fúshè,radiation,,2,辐,射,fu2,she4,fu2 she4
2,服务员,fúwùyuán,waiter; waitress; attendant; customer service personnel; CL:個|个[ge4],,3,服,务,fu2,wu4,fu2 wu4 yuan2
5,服装,fúzhuāng,dress; clothing; costume; clothes; CL:身[shen1],,2,服,装,fu2,zhuang1,fu2 zhuang1
6,腐败,fǔbài,corruption; corrupt; rotten,,2,腐,败,fu3,bai4,fu3 bai4
5,辅导,fǔdǎo,to coach; to tutor; to give advice (in study),,2,辅,导,fu3,dao3,fu3 dao3
6,腐烂,fǔlàn,to rot; to become gangrenous,,2,腐,烂,fu3,lan4,fu3 lan4
6,腐蚀,fǔshí,corrosion; to corrode (degrade chemically); to rot; corruption,,2,腐,蚀,fu3,shi2,fu3 shi2
6,腐朽,fǔxiǔ,rotten; decayed; decadent; degenerate,,2,腐,朽,fu3,xiu3,fu3 xiu3
6,抚养,fǔyǎng,to foster; to bring up; to raise,,2,抚,养,fu3,yang3,fu3 yang3
6,俯仰,fǔyǎng,looking up and down; actions; being obliging,,2,俯,仰,fu3,yang3,fu3 yang3
6,辅助,fǔzhù,to assist; to aid; supplementary; auxiliary; subsidiary,,2,辅,助,fu3,zhu4,fu3 zhu4
4,富,fù,rich; surname Fu,,1,富,,fu4,,fu4
6,副,fù,secondary; auxiliary; deputy; assistant; vice-; abbr. for 副詞|副词 adverb; classifier for pairs,,1,副,,fu4,,fu4
6,负担,fùdān,burden; to bear a burden,,2,负,担,fu4,dan1,fu4 dan1
6,覆盖,fùgài,to cover,,2,覆,盖,fu4,gai4,fu4 gai4
6,附和,fùhè,to parrot; to crib; to copy sb\'s action or words; to trail sb\'s footsteps; copy-cat,,2,附,和,fu4,he4,fu4 he4
6,复活,fùhuó,to bring back to life; to revive; resurrection,,2,复,活,fu4,huo2,fu4 huo2
6,附件,fùjiàn,enclosure; attachment (email); appendix,,2,附,件,fu4,jian4,fu4 jian4
3,附近,fùjìn,(in the) vicinity; nearby; neighboring; next to,,2,附,近,fu4,jin4,fu4 jin4
5,付款,fùkuǎn,pay; payment,,2,付,款,fu4,kuan3,fu4 kuan3
5,妇女,fùnǚ,woman,,2,妇,女,fu4,nv3,fu4 nv3
4,父亲,fùqīn,father; also pr. with light tone [fu4 qin5]; CL:個|个[ge4],,2,父,亲,fu4,qin1,fu4 qin1
6,附属,fùshǔ,subsidiary; auxiliary; attached; affiliated; subordinate; subordinating,,2,附,属,fu4,shu3,fu4 shu3
3,复习,fùxí,to revise; to review; revision; CL:次[ci4],,2,复,习,fu4,xi2,fu4 xi2
6,腹泻,fùxiè,diarrhea; to have the runs,,2,腹,泻,fu4,xie4,fu4 xie4
6,复兴,fùxīng,to revive; rebirth,,2,复,兴,fu4,xing1,fu4 xing1
4,复印,fùyìn,to photocopy; to duplicate a document,,2,复,印,fu4,yin4,fu4 yin4
6,赋予,fùyǔ,to assign; to entrust (a task); to give; to bestow,,2,赋,予,fu4,yu3,fu4 yu3
6,富裕,fùyù,abundant; affluent; richness; affluence,,2,富,裕,fu4,yu4,fu4 yu4
4,复杂,fùzá,complicated; complex,,2,复,杂,fu4,za2,fu4 za2
4,负责,fùzé,to be in charge of; to take responsibility for; to be to blame; conscientious,,2,负,责,fu4,ze2,fu4 ze2
5,复制,fùzhì,to duplicate; to make a copy of; to copy; to reproduce; to clone,,2,复,制,fu4,zhi4,fu4 zhi4
6,副作用,fùzuòyòng,side effect,,3,副,作,fu4,zuo4,fu4 zuo4 yong4
4,改变,gǎibiàn,to change; to alter; to transform,,2,改,变,gai3,bian4,gai3 bian4
5,改革,gǎigé,to reform; CL:個|个[ge4],,2,改,革,gai3,ge2,gai3 ge2
5,改进,gǎijìn,to improve; to make better; CL:個|个[ge4],,2,改,进,gai3,jin4,gai3 jin4
6,改良,gǎiliáng,improve,,2,改,良,gai3,liang2,gai3 liang2
5,改善,gǎishàn,to make better; to improve; CL:個|个[ge4],,2,改,善,gai3,shan4,gai3 shan4
5,改正,gǎizhèng,to correct; to amend; to put right; correction; CL:個|个[ge4],,2,改,正,gai3,zheng4,gai3 zheng4
5,盖,gài,lid; top; cover; canopy; to build,,1,盖,,gai4,,gai4
5,概括,gàikuò,to summarize; to generalize; briefly; CL:個|个[ge4],,2,概,括,gai4,kuo4,gai4 kuo4
5,概念,gàiniàn,concept; idea; CL:個|个[ge4],,2,概,念,gai4,nian4,gai4 nian4
6,盖章,gàizhāng,to affix a seal (to sth),,2,盖,章,gai4,zhang1,gai4 zhang1
4,干杯,gānbēi,to drink a toast; Cheers! (proposing a toast); Here\'s to you!; Bottoms up!; lit. dry cup,,2,干,杯,gan1,bei1,gan1 bei1
5,干脆,gāncuì,straightforward; clear-cut; blunt (e.g. statement); you might as well; simply,,2,干,脆,gan1,cui4,gan1 cui4
6,尴尬,gāngà,awkward; embarrassed,,2,尴,尬,gan1,ga4,gan1 ga4
6,干旱,gānhàn,drought; arid; dry,,2,干,旱,gan1,han4,gan1 han4
3,干净,gānjìng,clean; neat,,2,干,净,gan1,jing4,gan1 jing4
6,干扰,gānrǎo,to interfere; obstruction,,2,干,扰,gan1,rao3,gan1 rao3
6,干涉,gānshè,to interfere; to meddle; interference,,2,干,涉,gan1,she4,gan1 she4
6,甘心,gānxīn,to be willing to; to resign oneself to,,2,甘,心,gan1,xin1,gan1 xin1
6,干预,gānyù,to meddle; to intervene; intervention,,2,干,预,gan1,yu4,gan1 yu4
4,干燥,gānzào,"to dry (of weather, paint, cement etc); desiccation; dull; uninteresting; arid",,2,干,燥,gan1,zao4,gan1 zao4
3,敢,gǎn,to dare; daring; (polite) may I venture,,1,敢,,gan3,,gan3
4,感动,gǎndòng,to move (sb); to touch (sb emotionally); moving,,2,感,动,gan3,dong4,gan3 dong4
5,感激,gǎnjī,to express thanks; grateful; moved to gratitude,,2,感,激,gan3,ji1,gan3 ji1
5,赶紧,gǎnjǐn,hurriedly,,2,赶,紧,gan3,jin3,gan3 jin3
4,感觉,gǎnjué,to feel; to become aware of; feeling; sense; perception; CL:個|个[ge4],,2,感,觉,gan3,jue2,gan3 jue2
6,感慨,gǎnkǎi,lament; with a tinge of emotion or regret,,2,感,慨,gan3,kai3,gan3 kai3
5,赶快,gǎnkuài,at once; immediately,,2,赶,快,gan3,kuai4,gan3 kuai4
3,感冒,gǎnmào,"to catch cold; (common) cold; CL:場|场[chang2],次[ci4]",,2,感,冒,gan3,mao4,gan3 mao4
4,感情,gǎnqíng,"feeling; emotion; sensation; likes and dislikes; deep affection for sb or sth; relationship (i.e. love affair); CL:個|个[ge4],種|种[zhong3]",,2,感,情,gan3,qing2,gan3 qing2
6,感染,gǎnrǎn,infection; to infect; to influence,,2,感,染,gan3,ran3,gan3 ran3
5,感受,gǎnshòu,to sense; perception; to feel (through the senses); a feeling; an impression; an experience,,2,感,受,gan3,shou4,gan3 shou4
5,感想,gǎnxiǎng,"impressions; reflections; thoughts; CL:通[tong4],個|个[ge4]",,2,感,想,gan3,xiang3,gan3 xiang3
4,感谢,gǎnxiè,(express) thanks; gratitude; grateful; thankful; thanks,,2,感,谢,gan3,xie4,gan3 xie4
5,干,gàn,to work; to do; to manage,,1,干,,gan4,,gan4
5,干活儿,gànhuór,to work; manual labor,,3,干,活,gan4,huo2,gan4 huo2 r5
6,干劲,gànjìn,enthusiasm for doing sth,,2,干,劲,gan4,jin4,gan4 jin4
6,扛,káng,to raise aloft with both hands,,1,扛,,gang1,,gang1
3,刚才,gāngcái,just now; a moment ago,,2,刚,才,gang1,cai2,gang1 cai2
6,刚刚,gānggang,just recently; just a moment ago,,2,刚,刚,gang1,gang1,gang1 gang1
6,纲领,gānglǐng,program; guiding principle,,2,纲,领,gang1,ling3,gang1 ling3
5,钢铁,gāngtiě,steel,,2,钢,铁,gang1,tie3,gang1 tie3
6,港口,gǎngkǒu,port; harbor,,2,港,口,gang3,kou3,gang3 kou3
6,港湾,gǎngwān,natural harbor; bay serving as harbor,,2,港,湾,gang3,wan1,gang3 wan1
6,岗位,gǎngwèi,a post; a job,,2,岗,位,gang3,wei4,gang3 wei4
6,杠杆,gànggǎn,lever; pry bar; crowbar; financial leverage,,2,杠,杆,gang4,gan3,gang4 gan3
2,高,gāo,high; tall; above average; loud; your (honorific); surname Gao,,1,高,,gao1,,gao1
6,高超,gāochāo,excellent; superlative,,2,高,超,gao1,chao1,gao1 chao1
6,高潮,gāocháo,high tide; high water; upsurge; climax; orgasm; chorus (part of a song),,2,高,潮,gao1,chao2,gao1 chao2
5,高档,gāodàng,superior quality; high grade; top grade,,2,高,档,gao1,dang4,gao1 dang4
6,高峰,gāofēng,peak; summit; height,,2,高,峰,gao1,feng1,gao1 feng1
4,高级,gāojí,high level; high grade; advanced; high-ranking,,2,高,级,gao1,ji2,gao1 ji2
6,高考,gāokǎo,college entrance exam; abbr. for 普通高等學校招生全國統一考試|普通高等学校招生全国统一考试[pu3 tong1 gao1 deng3 xue2 xiao4 zhao1 sheng1 quan2 guo2 tong3 yi1 kao3 shi4],,2,高,考,gao1,kao3,gao1 kao3
6,高明,gāomíng,wise; brilliant; superior,,2,高,明,gao1,ming2,gao1 ming2
6,高尚,gāoshàng,nobly; lofty,,2,高,尚,gao1,shang4,gao1 shang4
5,高速公路,gāosùgōnglù,expressway; highway; freeway,,4,高,速,gao1,su4,gao1 su4 gong1 lu4
1,高兴,gāoxìng,happy; glad; willing (to do sth); in a cheerful mood,,2,高,兴,gao1,xing4,gao1 xing4
6,高涨,gāozhǎng,upsurge; (tensions etc) run high,,2,高,涨,gao1,zhang3,gao1 zhang3
5,搞,gǎo,to do; to make; to go in for; to set up; to get hold of; to take care of,,1,搞,,gao3,,gao3
6,稿件,gǎojiàn,rough draft; material contributing to a final document,,2,稿,件,gao3,jian4,gao3 jian4
5,告别,gàobié,to leave; to bid farewell to; to say good-bye to,,2,告,别,gao4,bie2,gao4 bie2
6,告辞,gàocí,to take leave,,2,告,辞,gao4,ci2,gao4 ci2
6,告诫,gàojiè,to warn; to admonish,,2,告,诫,gao4,jie4,gao4 jie4
2,告诉,gàosu,to tell; to inform; to let know,,2,告,诉,gao4,su5,gao4 su5
6,割,gē,to cut; to cut apart,,1,割,,ge1,,ge1
6,搁,gē,to place; to put aside; to shelve,,1,搁,,ge1,,ge1
5,胳膊,gēbo,"arm; CL:隻|只[zhi1],條|条[tiao2],雙|双[shuang1]",,2,胳,膊,ge1,bo5,ge1 bo5
6,疙瘩,gēda,swelling or lump on skin; pimple; knot; preoccupation; problem,,2,疙,瘩,ge1,da5,ge1 da5
2,哥哥,gēge,"older brother; CL:個|个[ge4],位[wei4]",,2,哥,哥,ge1,ge5,ge1 ge5
6,歌颂,gēsòng,sing the praises of; extol; eulogize,,2,歌,颂,ge1,song4,ge1 song4
5,鸽子,gēzi,pigeon; dove; various birds of the species Columbidae,,2,鸽,子,ge1,zi5,ge1 zi5
5,隔壁,gébì,next door,,2,隔,壁,ge2,bi4,ge2 bi4
6,隔阂,géhé,estrangement,,2,隔,阂,ge2,he2,ge2 he2
6,格局,géjú,structure; pattern; layout,,2,格,局,ge2,ju2,ge2 ju2
6,隔离,gélí,to separate; to isolate,,2,隔,离,ge2,li2,ge2 li2
5,革命,gémìng,revolution; revolutionary (politics); CL:次[ci4],,2,革,命,ge2,ming4,ge2 ming4
6,格式,géshì,form; specification; format,,2,格,式,ge2,shi4,ge2 shi4
5,格外,géwài,especially; particularly,,2,格,外,ge2,wai4,ge2 wai4
1,个,gè,individual; this; that; size; classifier for people or objects in general,,1,个,,ge4,,ge4
4,各,gè,each; every,,1,各,,ge4,,ge4
5,个别,gèbié,individual; specific; respective; just one or two,,2,个,别,ge4,bie2,ge4 bie2
5,个人,gèrén,individual; personal; oneself,,2,个,人,ge4,ren2,ge4 ren2
6,各抒己见,gèshūjǐjiàn,everyone gives their own view,,4,各,抒,ge4,shu1,ge4 shu1 ji3 jian4
6,个体,gètǐ,individual,,2,个,体,ge4,ti3,ge4 ti3
5,个性,gèxìng,individuality; personality,,2,个,性,ge4,xing4,ge4 xing4
6,各自,gèzì,each; respective; apiece,,2,各,自,ge4,zi4,ge4 zi4
4,个子,gèzi,height; stature; build; size,,2,个,子,ge4,zi5,ge4 zi5
2,给,gěi,to; for; for the benefit of; to give; to allow; to do sth (for sb); (passive particle),,1,给,,gei3,,gei3
5,根,gēn,"root; basis; classifier for long slender objects, e.g. cigarettes, guitar strings; CL:條|条[tiao2]; radical (chemistry)",,1,根,,gen1,,gen1
3,跟,gēn,heel; to follow closely; to go with; to marry sb (of woman); with; towards; as (compared to); from (different from); and (in addition to),,1,跟,,gen1,,gen1
5,根本,gēnběn,fundamental; basic; root; simply; absolutely (not); (not) at all; CL:個|个[ge4],,2,根,本,gen1,ben3,gen1 ben3
3,根据,gēnjù,according to; based on; basis; foundation; CL:個|个[ge4],,2,根,据,gen1,ju4,gen1 ju4
6,跟前,gēnqian,in front of; close to; nearby; the time just before,,2,跟,前,gen1,qian2,gen1 qian2
6,根深蒂固,gēnshēndìgù,deep-rooted (problem etc),,4,根,深,gen1,shen1,gen1 shen1 di4 gu4
6,跟随,gēnsuí,to follow,,2,跟,随,gen1,sui2,gen1 sui2
6,根源,gēnyuán,origin; root (cause),,2,根,源,gen1,yuan2,gen1 yuan2
6,跟踪,gēnzōng,to follow sb\'s tracks; to tail; to shadow,,2,跟,踪,gen1,zong1,gen1 zong1
6,耕地,gēngdì,arable land; to plow land,,2,耕,地,geng1,di4,geng1 di4
6,更新,gēngxīn,to replace the old with new; to renew; to renovate; to upgrade; to update; to regenerate,,2,更,新,geng1,xin1,geng1 xin1
6,更正,gēngzhèng,to correct; to make a correction,,2,更,正,geng1,zheng4,geng1 zheng4
5,更,gèng,even more; furthermore,,1,更,,geng4,,geng4
5,更加,gèngjiā,more (than sth else); even more,,2,更,加,geng4,jia1,geng4 jia1
